code_commune_INSEE,nom_commune_postal,code_postal,libelle_acheminement,ligne_5,latitude,longitude,code_commune,article,nom_commune,nom_commune_complet,code_departement,nom_departement,code_region,nom_region
25062,LE BIZOT,25210,LE BIZOT,,47.1364585701,6.67291290642,62,Le,Bizot,Le Bizot,25,Doubs,27,Bourgogne-Franche-Comté
25063,BLAMONT,25310,BLAMONT,,47.3898085939,6.85552174846,63,,Blamont,Blamont,25,Doubs,27,Bourgogne-Franche-Comté
25065,BLARIANS,25640,BLARIANS,,47.4115548955,6.17767904595,65,,Blarians,Blarians,25,Doubs,27,Bourgogne-Franche-Comté
25066,BLUSSANGEAUX,25250,BLUSSANGEAUX,,47.4352037788,6.61831164486,66,,Blussangeaux,Blussangeaux,25,Doubs,27,Bourgogne-Franche-Comté
25067,BLUSSANS,25250,BLUSSANS,,47.4134789985,6.61025158511,67,,Blussans,Blussans,25,Doubs,27,Bourgogne-Franche-Comté
25070,BOLANDOZ,25330,BOLANDOZ,,47.0062281273,6.11491332446,70,,Bolandoz,Bolandoz,25,Doubs,27,Bourgogne-Franche-Comté
25071,BONDEVAL,25230,BONDEVAL,,47.4336532746,6.8448325548,71,,Bondeval,Bondeval,25,Doubs,27,Bourgogne-Franche-Comté
25072,BONNAL,25680,BONNAL,,47.5072386954,6.36538228844,72,,Bonnal,Bonnal,25,Doubs,27,Bourgogne-Franche-Comté
25073,BONNAY,25870,BONNAY,,47.3292152038,6.04469587885,73,,Bonnay,Bonnay,25,Doubs,27,Bourgogne-Franche-Comté
25074,BONNETAGE,25210,BONNETAGE,,47.1802952744,6.73897461794,74,,Bonnétage,Bonnétage,25,Doubs,27,Bourgogne-Franche-Comté
25075,BONNEVAUX,25560,BONNEVAUX,,46.8091056758,6.19702516593,75,,Bonnevaux,Bonnevaux,25,Doubs,27,Bourgogne-Franche-Comté
25077,LA BOSSE,25210,LA BOSSE,,47.1440495943,6.64869054384,77,La,Bosse,La Bosse,25,Doubs,27,Bourgogne-Franche-Comté
25078,BOUCLANS,25360,BOUCLANS,,47.2413584714,6.23301360703,78,,Bouclans,Bouclans,25,Doubs,27,Bourgogne-Franche-Comté
25079,BOUJAILLES,25560,BOUJAILLES,,46.8844605742,6.07920196701,79,,Boujailles,Boujailles,25,Doubs,27,Bourgogne-Franche-Comté
25082,BOURGUIGNON,25150,BOURGUIGNON,,47.4128203171,6.77408413997,82,,Bourguignon,Bourguignon,25,Doubs,27,Bourgogne-Franche-Comté
25083,BOURNOIS,25250,BOURNOIS,,47.4883948482,6.49638983869,83,,Bournois,Bournois,25,Doubs,27,Bourgogne-Franche-Comté
25084,BOUSSIERES,25320,BOUSSIERES,,47.1514507148,5.90144299782,84,,Boussières,Boussières,25,Doubs,27,Bourgogne-Franche-Comté
25085,BOUVERANS,25560,BOUVERANS,,46.8406087592,6.2111033425,85,,Bouverans,Bouverans,25,Doubs,27,Bourgogne-Franche-Comté
25086,BRAILLANS,25640,BRAILLANS,,47.3119102403,6.08660032243,86,,Braillans,Braillans,25,Doubs,27,Bourgogne-Franche-Comté
25087,BRANNE,25340,BRANNE,,47.3794678972,6.47979347027,87,,Branne,Branne,25,Doubs,27,Bourgogne-Franche-Comté
25088,BRECONCHAUX,25640,BRECONCHAUX,,47.3418237888,6.27061644005,88,,Breconchaux,Breconchaux,25,Doubs,27,Bourgogne-Franche-Comté
25089,BREMONDANS,25530,BREMONDANS,,47.231963581,6.3971630777,89,,Bremondans,Bremondans,25,Doubs,27,Bourgogne-Franche-Comté
25090,BRERES,25440,BRERES,,47.0577166935,5.86441681721,90,,Brères,Brères,25,Doubs,27,Bourgogne-Franche-Comté
25091,LES BRESEUX,25120,LES BRESEUX,,47.2746972567,6.80149118385,91,Les,Bréseux,Les Bréseux,25,Doubs,27,Bourgogne-Franche-Comté
25092,LA BRETENIERE,25640,LA BRETENIERE,,47.3774609296,6.27686840892,92,La,Bretenière,La Bretenière,25,Doubs,27,Bourgogne-Franche-Comté
25093,BRETIGNEY,25250,BRETIGNEY,,47.4867078503,6.63497624853,93,,Bretigney,Bretigney,25,Doubs,27,Bourgogne-Franche-Comté
25094,BRETIGNEY NOTRE DAME,25110,BRETIGNEY NOTRE DAME,,47.309289583,6.30363374981,94,,Bretigney-Notre-Dame,Bretigney-Notre-Dame,25,Doubs,27,Bourgogne-Franche-Comté
25095,BRETONVILLERS,25380,BRETONVILLERS,,47.2158579813,6.61718921929,95,,Bretonvillers,Bretonvillers,25,Doubs,27,Bourgogne-Franche-Comté
25096,BREY ET MAISON DU BOIS,25240,BREY ET MAISON DU BOIS,,46.7468077071,6.24254842118,96,,Brey-et-Maison-du-Bois,Brey-et-Maison-du-Bois,25,Doubs,27,Bourgogne-Franche-Comté
25097,BROGNARD,25600,BROGNARD,,47.5276797579,6.86515531674,97,,Brognard,Brognard,25,Doubs,27,Bourgogne-Franche-Comté
25098,BUFFARD,25440,BUFFARD,,47.0326137172,5.8283117131,98,,Buffard,Buffard,25,Doubs,27,Bourgogne-Franche-Comté
25099,BUGNY,25520,BUGNY,,46.9977736511,6.35684298467,99,,Bugny,Bugny,25,Doubs,27,Bourgogne-Franche-Comté
25100,BULLE,25560,BULLE,,46.9056438268,6.20178714478,100,,Bulle,Bulle,25,Doubs,27,Bourgogne-Franche-Comté
25101,BURGILLE,25170,BURGILLE,,47.2616950181,5.7819919512,101,,Burgille,Burgille,25,Doubs,27,Bourgogne-Franche-Comté
25101,BURGILLE,25170,BURGILLE,CHAZOY,47.2616950181,5.7819919512,101,,Burgille,Burgille,25,Doubs,27,Bourgogne-Franche-Comté
25101,BURGILLE,25170,BURGILLE,CORDIRON,47.2616950181,5.7819919512,101,,Burgille,Burgille,25,Doubs,27,Bourgogne-Franche-Comté
25102,BURNEVILLERS,25470,BURNEVILLERS,,47.3323007347,7.02071000712,102,,Burnevillers,Burnevillers,25,Doubs,27,Bourgogne-Franche-Comté
25103,BUSY,25320,BUSY,,47.1679810214,5.95431754442,103,,Busy,Busy,25,Doubs,27,Bourgogne-Franche-Comté
25104,BY,25440,BY,,47.0123694644,5.89880744574,104,,By,By,25,Doubs,27,Bourgogne-Franche-Comté
25105,BYANS SUR DOUBS,25320,BYANS SUR DOUBS,,47.1129773426,5.84743903869,105,,Byans-sur-Doubs,Byans-sur-Doubs,25,Doubs,27,Bourgogne-Franche-Comté
25106,CADEMENE,25290,CADEMENE,,47.095187126,6.02752897644,106,,Cademène,Cademène,25,Doubs,27,Bourgogne-Franche-Comté
25107,CENDREY,25640,CENDREY,,47.39870448,6.24551247571,107,,Cendrey,Cendrey,25,Doubs,27,Bourgogne-Franche-Comté
25108,CERNAY L EGLISE,25120,CERNAY L EGLISE,,47.2506553278,6.83349587828,108,,Cernay-l'Église,Cernay-l'Église,25,Doubs,27,Bourgogne-Franche-Comté
25109,CESSEY,25440,CESSEY,,47.1132588738,5.92330961673,109,,Cessey,Cessey,25,Doubs,27,Bourgogne-Franche-Comté
25110,CHAFFOIS,25300,CHAFFOIS,,46.9171603801,6.25633927954,110,,Chaffois,Chaffois,25,Doubs,27,Bourgogne-Franche-Comté
25111,CHALEZE,25220,CHALEZE,,47.261122307,6.09541799233,111,,Chalèze,Chalèze,25,Doubs,27,Bourgogne-Franche-Comté
25112,CHALEZEULE,25220,CHALEZEULE,,47.2566492293,6.0658783817,112,,Chalezeule,Chalezeule,25,Doubs,27,Bourgogne-Franche-Comté
25113,CHAMESEY,25380,CHAMESEY,,47.2367237059,6.63188874418,113,,Chamesey,Chamesey,25,Doubs,27,Bourgogne-Franche-Comté
25114,CHAMESOL,25190,CHAMESOL,,47.3463369115,6.84435970249,114,,Chamesol,Chamesol,25,Doubs,27,Bourgogne-Franche-Comté
25115,CHAMPAGNEY,25170,CHAMPAGNEY,,47.2553049807,5.89205974379,115,,Champagney,Champagney,25,Doubs,27,Bourgogne-Franche-Comté
25116,CHAMPLIVE,25360,CHAMPLIVE,,47.2883174221,6.24419443876,116,,Champlive,Champlive,25,Doubs,27,Bourgogne-Franche-Comté
25117,CHAMPOUX,25640,CHAMPOUX,,47.3407046094,6.1358095916,117,,Champoux,Champoux,25,Doubs,27,Bourgogne-Franche-Comté
25119,CHAMPVANS LES MOULINS,25170,CHAMPVANS LES MOULINS,,47.2566266106,5.90746432732,119,,Champvans-les-Moulins,Champvans-les-Moulins,25,Doubs,27,Bourgogne-Franche-Comté
25120,CHANTRANS,25330,CHANTRANS,,47.0477460774,6.16353019875,120,,Chantrans,Chantrans,25,Doubs,27,Bourgogne-Franche-Comté
25121,CHAPELLE DES BOIS,25240,CHAPELLE DES BOIS,,46.606672007,6.10775555362,121,,Chapelle-des-Bois,Chapelle-des-Bois,25,Doubs,27,Bourgogne-Franche-Comté
25122,CHAPELLE D HUIN,25270,CHAPELLE D HUIN,,46.9339958875,6.16570353934,122,,Chapelle-d'Huin,Chapelle-d'Huin,25,Doubs,27,Bourgogne-Franche-Comté
25123,CHARBONNIERES LES SAPINS,25620,CHARBONNIERES LES SAPINS,,47.1502515733,6.20783187059,123,,Charbonnières-les-Sapins,Charbonnières-les-Sapins,25,Doubs,27,Bourgogne-Franche-Comté
25124,CHARMAUVILLERS,25470,CHARMAUVILLERS,,47.2312832249,6.91715529579,124,,Charmauvillers,Charmauvillers,25,Doubs,27,Bourgogne-Franche-Comté
25125,CHARMOILLE,25380,CHARMOILLE,,47.2394562597,6.66850732349,125,,Charmoille,Charmoille,25,Doubs,27,Bourgogne-Franche-Comté
25126,CHARNAY,25440,CHARNAY,,47.128142281,5.95023128953,126,,Charnay,Charnay,25,Doubs,27,Bourgogne-Franche-Comté
25127,CHARQUEMONT,25140,CHARQUEMONT,,47.2015092122,6.84277738183,127,,Charquemont,Charquemont,25,Doubs,27,Bourgogne-Franche-Comté
25127,CHARQUEMONT,25140,CHARQUEMONT,LE BOULOIS,47.2015092122,6.84277738183,127,,Charquemont,Charquemont,25,Doubs,27,Bourgogne-Franche-Comté
25129,CHASSAGNE ST DENIS,25290,CHASSAGNE ST DENIS,,47.0837133795,6.11093691858,129,,Chassagne-Saint-Denis,Chassagne-Saint-Denis,25,Doubs,27,Bourgogne-Franche-Comté
25130,CHATEAUVIEUX LES FOSSES,25840,CHATEAUVIEUX LES FOSSES,,47.0577014117,6.20017409479,130,,Châteauvieux-les-Fossés,Châteauvieux-les-Fossés,25,Doubs,27,Bourgogne-Franche-Comté
25131,CHATELBLANC,25240,CHATELBLANC,,46.6650467334,6.10624023722,131,,Châtelblanc,Châtelblanc,25,Doubs,27,Bourgogne-Franche-Comté
25132,CHATILLON GUYOTTE,25640,CHATILLON GUYOTTE,,47.3279230073,6.16849759872,132,,Châtillon-Guyotte,Châtillon-Guyotte,25,Doubs,27,Bourgogne-Franche-Comté
25133,CHATILLON LE DUC,25870,CHATILLON LE DUC,,47.3060186922,6.00103214604,133,,Châtillon-le-Duc,Châtillon-le-Duc,25,Doubs,27,Bourgogne-Franche-Comté
25134,CHATILLON SUR LISON,25440,CHATILLON SUR LISON,,47.0727898717,5.98071309837,134,,Châtillon-sur-Lison,Châtillon-sur-Lison,25,Doubs,27,Bourgogne-Franche-Comté
25136,CHAUCENNE,25170,CHAUCENNE,,47.2844716693,5.89456296262,136,,Chaucenne,Chaucenne,25,Doubs,27,Bourgogne-Franche-Comté
25137,CHAUDEFONTAINE,25640,CHAUDEFONTAINE,,47.3459986661,6.1610867561,137,,Chaudefontaine,Chaudefontaine,25,Doubs,27,Bourgogne-Franche-Comté
25138,LES TERRES DE CHAUX,25190,LES TERRES DE CHAUX,,47.3166269465,6.72873465263,138,Les,Terres-de-Chaux,Les Terres-de-Chaux,25,Doubs,27,Bourgogne-Franche-Comté
25139,LA CHAUX,25650,LA CHAUX,,47.0192694963,6.41470158275,139,La,Chaux,La Chaux,25,Doubs,27,Bourgogne-Franche-Comté
25140,CHAUX LES CLERVAL,25340,CHAUX LES CLERVAL,,47.371588153,6.51577154602,140,,Chaux-lès-Clerval,Chaux-lès-Clerval,25,Doubs,27,Bourgogne-Franche-Comté
25141,CHAUX LES PASSAVANT,25530,CHAUX LES PASSAVANT,,47.23589775,6.35007228666,141,,Chaux-lès-Passavant,Chaux-lès-Passavant,25,Doubs,27,Bourgogne-Franche-Comté
25142,CHAUX NEUVE,25240,CHAUX NEUVE,,46.6555343865,6.15249971809,142,,Chaux-Neuve,Chaux-Neuve,25,Doubs,27,Bourgogne-Franche-Comté
25143,CHAY,25440,CHAY,,47.0335238576,5.86151030657,143,,Chay,Chay,25,Doubs,27,Bourgogne-Franche-Comté
25145,CHAZOT,25430,CHAZOT,,47.328216535,6.53902040431,145,,Chazot,Chazot,25,Doubs,27,Bourgogne-Franche-Comté
25147,CHEMAUDIN,25320,CHEMAUDIN,,47.2179705804,5.89261031415,147,,Chemaudin et Vaux,Chemaudin et Vaux,25,Doubs,27,Bourgogne-Franche-Comté
25148,LA CHENALOTTE,25500,LA CHENALOTTE,,47.1081527318,6.68735425042,148,La,Chenalotte,La Chenalotte,25,Doubs,27,Bourgogne-Franche-Comté
25149,CHENECEY BUILLON,25440,CHENECEY BUILLON,,47.138479482,5.97528493565,149,,Chenecey-Buillon,Chenecey-Buillon,25,Doubs,27,Bourgogne-Franche-Comté
25150,CHEVIGNEY SUR L OGNON,25170,CHEVIGNEY SUR L OGNON,,47.293137629,5.84651506697,150,,Chevigney-sur-l'Ognon,Chevigney-sur-l'Ognon,25,Doubs,27,Bourgogne-Franche-Comté
25151,CHEVIGNEY LES VERCEL,25530,CHEVIGNEY LES VERCEL,,47.1651371592,6.36768229649,151,,Chevigney-lès-Vercel,Chevigney-lès-Vercel,25,Doubs,27,Bourgogne-Franche-Comté
25152,LA CHEVILLOTTE,25620,LA CHEVILLOTTE,,47.2203448918,6.15732727631,152,La,Chevillotte,La Chevillotte,25,Doubs,27,Bourgogne-Franche-Comté
25153,CHEVROZ,25870,CHEVROZ,,47.3313541877,5.99948362535,153,,Chevroz,Chevroz,25,Doubs,27,Bourgogne-Franche-Comté
25154,CHOUZELOT,25440,CHOUZELOT,,47.1232109749,5.9086321902,154,,Chouzelot,Chouzelot,25,Doubs,27,Bourgogne-Franche-Comté
25155,CLERON,25330,CLERON,,47.0815649921,6.07062488637,155,,Cléron,Cléron,25,Doubs,27,Bourgogne-Franche-Comté
25156,CLERVAL,25340,CLERVAL,,47.3991705551,6.50259246766,156,,Pays de Clerval,Pays de Clerval,25,Doubs,27,Bourgogne-Franche-Comté
25157,LA CLUSE ET MIJOUX,25300,LA CLUSE ET MIJOUX,,46.8683471293,6.39291993544,157,La,Cluse-et-Mijoux,La Cluse-et-Mijoux,25,Doubs,27,Bourgogne-Franche-Comté
25159,COLOMBIER FONTAINE,25260,COLOMBIER FONTAINE,,47.4473299299,6.69006728254,159,,Colombier-Fontaine,Colombier-Fontaine,25,Doubs,27,Bourgogne-Franche-Comté
25160,LES COMBES,25500,LES COMBES,,47.0470386207,6.53657573654,160,Les,Combes,Les Combes,25,Doubs,27,Bourgogne-Franche-Comté
25161,CONSOLATION MAISONNETTES,25390,CONSOLATION MAISONNETTES,,47.1545771077,6.60275781844,161,,Consolation-Maisonnettes,Consolation-Maisonnettes,25,Doubs,27,Bourgogne-Franche-Comté
25162,CORCELLES FERRIERES,25410,CORCELLES FERRIERES,,47.2266648284,5.80424536213,162,,Corcelles-Ferrières,Corcelles-Ferrières,25,Doubs,27,Bourgogne-Franche-Comté
25163,CORCELLE MIESLOT,25640,CORCELLE MIESLOT,,47.3615588639,6.18318655579,163,,Corcelle-Mieslot,Corcelle-Mieslot,25,Doubs,27,Bourgogne-Franche-Comté
25164,CORCONDRAY,25410,CORCONDRAY,,47.2259805171,5.8274819544,164,,Corcondray,Corcondray,25,Doubs,27,Bourgogne-Franche-Comté
25166,COTEBRUNE,25360,COTEBRUNE,,47.251986988,6.31062707998,166,,Côtebrune,Côtebrune,25,Doubs,27,Bourgogne-Franche-Comté
25170,COURCELLES LES MONTBELIARD,25420,COURCELLES LES MONTBELIARD,,47.4947051288,6.78554896767,170,,Courcelles-lès-Montbéliard,Courcelles-lès-Montbéliard,25,Doubs,27,Bourgogne-Franche-Comté
25171,COURCELLES,25440,COURCELLES,,47.1007094404,5.95901905679,171,,Courcelles,Courcelles,25,Doubs,27,Bourgogne-Franche-Comté
25172,COURCHAPON,25170,COURCHAPON,,47.2583713466,5.75169248956,172,,Courchapon,Courchapon,25,Doubs,27,Bourgogne-Franche-Comté
25173,COUR ST MAURICE,25380,COUR ST MAURICE,,47.2638180328,6.70989733057,173,,Cour-Saint-Maurice,Cour-Saint-Maurice,25,Doubs,27,Bourgogne-Franche-Comté
25174,COURTEFONTAINE,25470,COURTEFONTAINE,,47.3214778627,6.91192058012,174,,Courtefontaine,Courtefontaine,25,Doubs,27,Bourgogne-Franche-Comté
25175,COURTETAIN ET SALANS,25530,COURTETAIN ET SALANS,,47.2598307803,6.426501842,175,,Courtetain-et-Salans,Courtetain-et-Salans,25,Doubs,27,Bourgogne-Franche-Comté
25176,COURVIERES,25560,COURVIERES,,46.8640134656,6.09939604174,176,,Courvières,Courvières,25,Doubs,27,Bourgogne-Franche-Comté
25177,CROSEY LE GRAND,25340,CROSEY LE GRAND,,47.3472420831,6.52726297298,177,,Crosey-le-Grand,Crosey-le-Grand,25,Doubs,27,Bourgogne-Franche-Comté
25178,CROSEY LE PETIT,25340,CROSEY LE PETIT,,47.3425794838,6.48466014508,178,,Crosey-le-Petit,Crosey-le-Petit,25,Doubs,27,Bourgogne-Franche-Comté
25179,LE CROUZET,25240,LE CROUZET,,46.7066820687,6.13160874463,179,Le,Crouzet,Le Crouzet,25,Doubs,27,Bourgogne-Franche-Comté
25180,CROUZET MIGETTE,25270,CROUZET MIGETTE,,46.9567035839,6.01221278274,180,,Crouzet-Migette,Crouzet-Migette,25,Doubs,27,Bourgogne-Franche-Comté
25181,CUBRIAL,25680,CUBRIAL,,47.5040745898,6.40318225414,181,,Cubrial,Cubrial,25,Doubs,27,Bourgogne-Franche-Comté
25182,CUBRY,25680,CUBRY,,47.4984298197,6.42360175883,182,,Cubry,Cubry,25,Doubs,27,Bourgogne-Franche-Comté
25183,CUSANCE,25110,CUSANCE,,47.322634572,6.43863811319,183,,Cusance,Cusance,25,Doubs,27,Bourgogne-Franche-Comté
25184,CUSE ET ADRISANS,25680,CUSE ET ADRISANS,,47.4833066926,6.38838690365,184,,Cuse-et-Adrisans,Cuse-et-Adrisans,25,Doubs,27,Bourgogne-Franche-Comté
25185,CUSSEY SUR LISON,25440,CUSSEY SUR LISON,,47.0622363983,5.95767179131,185,,Cussey-sur-Lison,Cussey-sur-Lison,25,Doubs,27,Bourgogne-Franche-Comté
25186,CUSSEY SUR L OGNON,25870,CUSSEY SUR L OGNON,,47.3277456972,5.94001490559,186,,Cussey-sur-l'Ognon,Cussey-sur-l'Ognon,25,Doubs,27,Bourgogne-Franche-Comté
25187,DAMBELIN,25150,DAMBELIN,,47.3691799616,6.66774947853,187,,Dambelin,Dambelin,25,Doubs,27,Bourgogne-Franche-Comté
25187,DAMBELIN,25150,DAMBELIN,MAMBOUHANS,47.3691799616,6.66774947853,187,,Dambelin,Dambelin,25,Doubs,27,Bourgogne-Franche-Comté
25188,DAMBENOIS,25600,DAMBENOIS,,47.5444605529,6.87199682255,188,,Dambenois,Dambenois,25,Doubs,27,Bourgogne-Franche-Comté
25189,DAMMARTIN LES TEMPLIERS,25110,DAMMARTIN LES TEMPLIERS,,47.2933253789,6.28044164723,189,,Dammartin-les-Templiers,Dammartin-les-Templiers,25,Doubs,27,Bourgogne-Franche-Comté
25190,DAMPIERRE LES BOIS,25490,DAMPIERRE LES BOIS,,47.5074760402,6.91564600074,190,,Dampierre-les-Bois,Dampierre-les-Bois,25,Doubs,27,Bourgogne-Franche-Comté
25191,DAMPIERRE SUR LE DOUBS,25420,DAMPIERRE SUR LE DOUBS,,47.4671316033,6.73247135542,191,,Dampierre-sur-le-Doubs,Dampierre-sur-le-Doubs,25,Doubs,27,Bourgogne-Franche-Comté
25192,DAMPJOUX,25190,DAMPJOUX,,47.3387302294,6.74818152982,192,,Dampjoux,Dampjoux,25,Doubs,27,Bourgogne-Franche-Comté
25193,DAMPRICHARD,25450,DAMPRICHARD,,47.2378466799,6.8737017298,193,,Damprichard,Damprichard,25,Doubs,27,Bourgogne-Franche-Comté
25194,DANNEMARIE,25310,DANNEMARIE,,47.3889972456,6.9000175163,194,,Dannemarie,Dannemarie,25,Doubs,27,Bourgogne-Franche-Comté
25195,DANNEMARIE SUR CRETE,25410,DANNEMARIE SUR CRETE,,47.2062426754,5.86495393288,195,,Dannemarie-sur-Crète,Dannemarie-sur-Crète,25,Doubs,27,Bourgogne-Franche-Comté
25196,DASLE,25230,DASLE,,47.4824687942,6.89668230526,196,,Dasle,Dasle,25,Doubs,27,Bourgogne-Franche-Comté
25197,DELUZ,25960,DELUZ,,47.2971963372,6.19334216229,197,,Deluz,Deluz,25,Doubs,27,Bourgogne-Franche-Comté
25198,DESANDANS,25750,DESANDANS,,47.5387786208,6.67184461827,198,,Désandans,Désandans,25,Doubs,27,Bourgogne-Franche-Comté
25199,DESERVILLERS,25330,DESERVILLERS,,46.999299694,6.0729610264,199,,Déservillers,Déservillers,25,Doubs,27,Bourgogne-Franche-Comté
25200,DEVECEY,25870,DEVECEY,,47.3240979046,6.01735548201,200,,Devecey,Devecey,25,Doubs,27,Bourgogne-Franche-Comté
25201,DOMMARTIN,25300,DOMMARTIN,,46.9289461841,6.30964767556,201,,Dommartin,Dommartin,25,Doubs,27,Bourgogne-Franche-Comté
25202,DOMPIERRE LES TILLEULS,25560,DOMPIERRE LES TILLEULS,,46.8866090769,6.16384701034,202,,Dompierre-les-Tilleuls,Dompierre-les-Tilleuls,25,Doubs,27,Bourgogne-Franche-Comté
25203,DOMPREL,25510,DOMPREL,,47.1975252218,6.4793837741,203,,Domprel,Domprel,25,Doubs,27,Bourgogne-Franche-Comté
25204,DOUBS,25300,DOUBS,,46.9311755655,6.35996491031,204,,Doubs,Doubs,25,Doubs,27,Bourgogne-Franche-Comté
25207,DUNG,25550,DUNG,,47.5064924582,6.7452490029,207,,Dung,Dung,25,Doubs,27,Bourgogne-Franche-Comté
25208,DURNES,25580,DURNES,,47.1065731832,6.22362576213,208,,Durnes,Durnes,25,Doubs,27,Bourgogne-Franche-Comté
25209,ECHAY,25440,ECHAY,,47.0470107099,5.94984491488,209,,Échay,Échay,25,Doubs,27,Bourgogne-Franche-Comté
25210,ECHENANS,25550,ECHENANS,,47.527383331,6.69266176707,210,,Échenans,Échenans,25,Doubs,27,Bourgogne-Franche-Comté
25211,ECHEVANNES,25580,ECHEVANNES,,47.0707841808,6.23691834165,211,,Échevannes,Échevannes,25,Doubs,27,Bourgogne-Franche-Comté
25212,ECOLE VALENTIN,25480,ECOLE VALENTIN,,47.2744126676,5.98881788092,212,,École-Valentin,École-Valentin,25,Doubs,27,Bourgogne-Franche-Comté
25212,ECOLE VALENTIN,25480,ECOLE VALENTIN,VALENTIN,47.2744126676,5.98881788092,212,,École-Valentin,École-Valentin,25,Doubs,27,Bourgogne-Franche-Comté
25213,LES ECORCES,25140,LES ECORCES,,47.2036110847,6.79732970212,213,Les,Écorces,Les Écorces,25,Doubs,27,Bourgogne-Franche-Comté
25214,ECOT,25150,ECOT,,47.4230386547,6.73233189748,214,,Écot,Écot,25,Doubs,27,Bourgogne-Franche-Comté
25215,L ECOUVOTTE,25640,L ECOUVOTTE,,47.3436819821,6.25275354958,215,L',Écouvotte,L'Écouvotte,25,Doubs,27,Bourgogne-Franche-Comté
25216,ECURCEY,25150,ECURCEY,,47.4031119157,6.8050274649,216,,Écurcey,Écurcey,25,Doubs,27,Bourgogne-Franche-Comté
25217,EMAGNY,25170,EMAGNY,,47.3039067497,5.86864846171,217,,Émagny,Émagny,25,Doubs,27,Bourgogne-Franche-Comté
25218,EPENOUSE,25530,EPENOUSE,,47.2134260446,6.39751646264,218,,Épenouse,Épenouse,25,Doubs,27,Bourgogne-Franche-Comté
25219,EPENOY,25800,EPENOY,,47.1339254136,6.38483756366,219,,Épenoy,Épenoy,25,Doubs,27,Bourgogne-Franche-Comté
25220,EPEUGNEY,25290,EPEUGNEY,,47.1273381655,6.01995883629,220,,Épeugney,Épeugney,25,Doubs,27,Bourgogne-Franche-Comté
25221,ESNANS,25110,ESNANS,,47.3328813955,6.32371158656,221,,Esnans,Esnans,25,Doubs,27,Bourgogne-Franche-Comté
25222,ETALANS,25580,ETALANS,,47.1617288935,6.26148839275,222,,Étalans,Étalans,25,Doubs,27,Bourgogne-Franche-Comté
25223,ETERNOZ,25330,ETERNOZ,,47.0155751982,6.00196889347,223,,Éternoz,Éternoz,25,Doubs,27,Bourgogne-Franche-Comté
25223,ETERNOZ,25330,ETERNOZ,ALAISE,47.0155751982,6.00196889347,223,,Éternoz,Éternoz,25,Doubs,27,Bourgogne-Franche-Comté
25223,ETERNOZ,25330,ETERNOZ,COULANS SUR LIZON,47.0155751982,6.00196889347,223,,Éternoz,Éternoz,25,Doubs,27,Bourgogne-Franche-Comté
25223,ETERNOZ,25330,ETERNOZ,DOULAIZE,47.0155751982,6.00196889347,223,,Éternoz,Éternoz,25,Doubs,27,Bourgogne-Franche-Comté
25223,ETERNOZ,25330,ETERNOZ,REFRANCHE,47.0155751982,6.00196889347,223,,Éternoz,Éternoz,25,Doubs,27,Bourgogne-Franche-Comté
25224,ETOUVANS,25260,ETOUVANS,,47.4565278158,6.72060828166,224,,Étouvans,Étouvans,25,Doubs,27,Bourgogne-Franche-Comté
25225,ETRABONNE,25170,ETRABONNE,,47.2323641161,5.73738220709,225,,Étrabonne,Étrabonne,25,Doubs,27,Bourgogne-Franche-Comté
25226,ETRAPPE,25250,ETRAPPE,,47.4727580805,6.58015754257,226,,Étrappe,Étrappe,25,Doubs,27,Bourgogne-Franche-Comté
25227,ETRAY,25800,ETRAY,,47.1243273869,6.33533326186,227,,Étray,Étray,25,Doubs,27,Bourgogne-Franche-Comté
25228,ETUPES,25460,ETUPES,,47.5062197763,6.87353312717,228,,Étupes,Étupes,25,Doubs,27,Bourgogne-Franche-Comté
25229,EVILLERS,25520,EVILLERS,,46.9954680913,6.2217853268,229,,Évillers,Évillers,25,Doubs,27,Bourgogne-Franche-Comté
25230,EXINCOURT,25400,EXINCOURT,,47.5014159474,6.83497235294,230,,Exincourt,Exincourt,25,Doubs,27,Bourgogne-Franche-Comté
25231,EYSSON,25530,EYSSON,,47.2027293841,6.4306951805,231,,Eysson,Eysson,25,Doubs,27,Bourgogne-Franche-Comté
25232,FAIMBE,25250,FAIMBE,,47.4837994752,6.61593943088,232,,Faimbe,Faimbe,25,Doubs,27,Bourgogne-Franche-Comté
25233,FALLERANS,25580,FALLERANS,,47.1385232143,6.29267245041,233,,Fallerans,Fallerans,25,Doubs,27,Bourgogne-Franche-Comté
25234,FERRIERES LE LAC,25470,FERRIERES LE LAC,,47.2682073244,6.89003480192,234,,Ferrières-le-Lac,Ferrières-le-Lac,25,Doubs,27,Bourgogne-Franche-Comté
25235,FERRIERES LES BOIS,25410,FERRIERES LES BOIS,,47.2091232902,5.80270382568,235,,Ferrières-les-Bois,Ferrières-les-Bois,25,Doubs,27,Bourgogne-Franche-Comté
25236,FERTANS,25330,FERTANS,,47.0554375235,6.06471764594,236,,Fertans,Fertans,25,Doubs,27,Bourgogne-Franche-Comté
25237,FESCHES LE CHATEL,25490,FESCHES LE CHATEL,,47.5196727271,6.90103094864,237,,Fesches-le-Châtel,Fesches-le-Châtel,25,Doubs,27,Bourgogne-Franche-Comté
25238,FESSEVILLERS,25470,FESSEVILLERS,,47.2807563461,6.91972627259,238,,Fessevillers,Fessevillers,25,Doubs,27,Bourgogne-Franche-Comté
